"Box","Band_no","Species","Mass","Notes"
"NR",11090023,"Kelp Gull",2.607,
"NR",11096208,"Kelp Gull",3.3715,
"NR",11102017,"Kelp Gull",3.5294,
"NR",11099255,"Kelp Gull",3.2534,
"NR",11085384,"Kelp Gull",3.5808,
"NR",11089584,"Kelp Gull",3.0949,
"NR",11092792,"Kelp Gull",3.3778,
"NR",11096387,"Kelp Gull",3.1751,
"NR",11099354,"Kelp Gull",3.2612,
"NR",11102022,"Kelp Gull",3.5045,
"NR",11101978,"Kelp Gull",3.5169,
"NR",11100744,"Kelp Gull",3.3096,
"NR",11108697,"Kelp Gull",3.6082,
"NR",11106433,"Kelp Gull",3.4613,
"NR",11108657,"Kelp Gull",3.6287,
"NR",11104304,"Kelp Gull",3.5025,
"NR",11106713,"Kelp Gull",3.4427,
"NR",11098324,"Kelp Gull",3.4017,
"NR",11099937,"Kelp Gull",3.4629,
"NR",11096652,"Kelp Gull",3.4825,
"NR",11100030,"Kelp Gull",3.4285,
"NR",11100121,"Kelp Gull",3.4145,
"NR",11096191,"Kelp Gull",3.3942,
"NR",11101785,"Kelp Gull",3.5171,
"NR",11095901,"Kelp Gull",3.2692,
"NR",11099498,"Kelp Gull",3.4117,
"NR",11101794,"Kelp Gull",3.5071,
"NR",11098489,"Kelp Gull",3.3206,
"NR",11092586,"Kelp Gull",3.3686,
"NR",11096965,"Kelp Gull",3.5788,
"NR",11096970,"Kelp Gull",3.5816,
"NR",11087462,"Kelp Gull",3.2906,
"NR",11092767,"Kelp Gull",3.43,
"NR",11106663,"Kelp Gull",3.415,
"NR",10076624,"Cattle Egret",0.8514,
"NR",10073359,"Cattle Egret",0.8505,
"NR",10076611,"Cattle Egret",0.8493,
"NR",10058194,"Cattle Egret",0.7634,
"NR",10060571,"Cattle Egret",0.8058,
"NR",10031794,"Cattle Egret",0.824,
"NR",10072788,"Cattle Egret",0.8513,
"NR",10075803,"Cattle Egret",0.8534,
"NR",10073178,"Cattle Egret",0.8446,
"NR",10066727,"Cattle Egret",0.8339,
"NR",10066323,"Cattle Egret",0.8533,
"NR",10073868,"Cattle Egret",0.848,
"NR",10073063,"Cattle Egret",0.8433,
"NR",10071604,"Cattle Egret",0.8485,
"NR",10056686,"Cattle Egret",0.7908,
"NR",10002207,"Cattle Egret",0.8343,
"NR",10062355,"Cattle Egret",0.8503,
"NR",10019493,"Cattle Egret",0.8675,
"NR",10068136,"Cattle Egret",0.8369,
"NR",01000263,"Cattle Egret",0.8481,
"NR",10108103,"Cattle Egret",0.7872,
"NR",10071166,"Cattle Egret",0.8539,
"NR",10071199,"Cattle Egret",0.8492,
"NR",10109057,"Cattle Egret",0.784,
"NR",10031106,"Cattle Egret",0.8221,
"NR",10034878,"Cattle Egret",0.8424,
"NR",10077526,"Cattle Egret",0.8466,
"NR",10062550,"Cattle Egret",0.7901,
"NR",10072379,"Cattle Egret",0.8391,
"NR",10026874,"Cattle Egret",0.8654,
"NR",10091540,"Cattle Egret",0.7714,
"NR",10076109,"Cattle Egret",0.8555,
"NR",10077496,"Cattle Egret",0.8541,
"NR",10091777,"Cattle Egret",0.7805,
"NR",10077619,"Cattle Egret",0.8495,
"NR",10076970,"Cattle Egret",0.8514,
"NR",10067536,"Cattle Egret",0.8434,
"NR",10076806,"Cattle Egret",0.8532,
"NR",10057249,"Cattle Egret",0.7964,
"NR",10074145,"Cattle Egret",0.8545,
"NR",10108106,"Cattle Egret",0.7974,
"NR",10052573,"Cattle Egret",0.8169,
"NR",10076918,"Cattle Egret",0.8548,
"NR",10076878,"Cattle Egret",0.8522,
"NR",10020231,"Cattle Egret",0.8646,
"NR",10113256,"Cattle Egret",0.7866,
"NR",10113328,"Cattle Egret",0.7814,
"NR",10067662,"Cattle Egret",0.8428,
"NR",10066690,"Cattle Egret",0.848,
"NR",10065150,"Cattle Egret",0.8437,
"NR",10027158,"Cattle Egret",0.8649,
"NR",10027148,"Cattle Egret",0.8738,
"NR",10060924,"Cattle Egret",0.8201,
"NR",10010277,"Cattle Egret",0.8685,
"NR",10061130,"Cattle Egret",0.8308,
"NR",10039551,"Cattle Egret",0.856,
"NR",10058880,"Cattle Egret",0.8164,
"NR",10044403,"Cattle Egret",0.8595,
"NR",10059137,"Cattle Egret",0.7971,
"NR",10038460,"Cattle Egret",0.8547,
"NR",10069938,"Cattle Egret",0.8361,
"NR",10065059,"Cattle Egret",0.8439,
"NR",10052764,"Cattle Egret",0.8177,
"NR",10061675,"Cattle Egret",0.8371,
"NR",10091101,"Cattle Egret",0.7794,
"NR",09078237,"Feral Pigeon",0.7297,
"NR",10087280,"Little Raven",2.1718,
"NR",10102601,"Little Raven",2.5289,
"NR",10102571,"Little Raven",2.543,
"NR",10087899,"Little Raven",1.8524,
"NR",10096968,"Little Raven",2.6146,
"NR",10096964,"Little Raven",2.5771,
"NR",10062200,"Cattle Egret",0.799,
"NR",10072869,"Cattle Egret",0.8274,
"NR",02230211,"Dwarf Kingfisher",0.0634,
"NR",06158234,"Common Starling",0.1453,
"NR",06146555,"Common Starling",0.1462,
"NR",06147776,"Common Starling",0.1455,
"NR",06151970,"Common Starling",0.1487,
"NR",06148383,"Common Starling",0.1455,
"NR",06158257,"Common Starling",0.1428,
"NR",06123941,"Common Starling",0.218,
"NR",06158372,"Common Starling",0.1504,
"NR",06158060,"Common Starling",0.1348,
"NR",06127226,"Common Starling",0.1603,
"NR",05096112,"Common Starling",0.1915,
"NR",05096121,"Common Starling",0.1916,
"NR",06072953,"Common Starling",0.3314,
"NR",06149225,"Common Starling",0.1444,
"NR",06031492,"Common Starling",0.1693,
"NR",06158441,"Common Starling",0.1314,
"NR",06151749,"Common Starling",0.14,
"NR",06148368,"Common Starling",0.1169,
"NR",06119743,"Common Starling",0.2271,
"NR",06164935,"Common Starling",0.1762,
"NR",06156114,"Common Starling",0.1491,
"NR",06164957,"Common Starling",0.1828,
"NR",05096166,"Common Starling",0.192,
"NR",06201218,"Common Starling",0.1629,
"NR",06200663,"Common Starling",0.1433,
"NR",06196743,"Common Starling",0.1643,
"NR",06176708,"Common Starling",0.1699,
"NR",06125804,"Common Starling",0.1524,
"NR",06085238,"Common Starling",0.233,
"NR",06153191,"Common Starling",0.1521,
"NR",06178725,"Common Starling",0.1676,
"NR",06085240,"Common Starling",0.2339,
"NR",06178702,"Common Starling",0.1704,
"NR",06085216,"Common Starling",0.2334,
"NR",06158815,"Common Starling",0.1512,
"NR",06085203,"Common Starling",0.2341,
"NR",06149535,"Common Starling",0.125,
"NR",06085254,"Common Starling",0.2338,
"NR",06168162,"Common Starling",0.172,
"NR",06018649,"Common Starling",0.1637,
"NR",06119723,"Common Starling",0.1733,
"NR",06121999,"Common Starling",0.1374,
"NR",06165407,"Common Starling",0.1547,
"NR",06083962,"Common Starling",0.3527,
"NR",06164914,"Common Starling",0.1513,
"NR",00614513,"Common Starling",0.1284,
"NR",07191807,"Common Mynah",0.2244,
"NR",07191804,"Common Mynah",0.2265,
"NR",07213104,"Common Mynah",0.2557,
"NR",07141627,"Common Mynah",0.2631,
"NR",07213103,"Common Mynah",0.2229,
"NR",02358787,"European Goldfinch",0.0445,
"NR",02349418,"European Goldfinch",0.0455,
"NR",06128096,"Common Starling",0.1964,
"NR",06179274,"Common Starling",0.1367,
"C01",19082566,"Little Penguin",1.8732,
"C01",19063086,"Little Penguin",1.8506,
"C01",19030193,"Little Penguin",1.9544,
"C01",19086721,"Little Penguin",1.846,
"C01",19071212,"Little Penguin",1.8395,
"C01",19066328,"Little Penguin",1.8498,
"C01",19032140,"Little Penguin",2.0324,
"C01",19025907,"Little Penguin",1.9673,
"C01",19017646,"Little Penguin",1.8616,
"C01",19041237,"Little Penguin",2.0414,
"C01",19029658,"Little Penguin",1.9582,
"C01",19032465,"Little Penguin",2.0314,
"C01",19095295,"Little Penguin",1.8714,
"C01",19068624,"Little Penguin",1.8664,
"C01",19086874,"Little Penguin",1.8443,
"C01",19075367,"Little Penguin",1.8434,
"C01",19017361,"Little Penguin",1.8887,
"C01",19053396,"Little Penguin",1.836,
"C01",19030048,"Little Penguin",1.9527,
"C01",19023589,"Little Penguin",1.8535,
"C01",19013045,"Little Penguin",1.9402,
"C01",19062143,"Little Penguin",1.878,
"C01",01905878,"Little Penguin",1.8509,
"C01",19048648,"Little Penguin",1.8721,
"C01",19053362,"Little Penguin",1.8351,
"C01",19029430,"Little Penguin",1.9581,
"C01",19061489,"Little Penguin",1.8787,
"C01",19061086,"Little Penguin",1.8179,
"C01",19058316,"Little Penguin",1.8687,
"C01",19061284,"Little Penguin",1.8596,
"C01",19030791,"Little Penguin",1.9658,
"C01",19055822,"Little Penguin",1.8321,
"C01",19057049,"Little Penguin",1.8915,
"C01",19053132,"Little Penguin",1.8592,
"C01",19042557,"Little Penguin",2.0445,
"C01",19037157,"Little Penguin",2.0278,
"C01",19061829,"Little Penguin",1.8582,
"C01",19055617,"Little Penguin",1.8241,
"C01",19022850,"Little Penguin",1.8769,
"C01",19048466,"Little Penguin",1.8555,
"C01",19019955,"Little Penguin",1.8848,
"C01",19031540,"Little Penguin",2.0183,
"C01",19057889,"Little Penguin",1.9022,
"C01",19033794,"Little Penguin",2.0421,
"C01",19048860,"Little Penguin",1.874,
"C01",19050617,"Little Penguin",1.8643,
"C01",19027021,"Little Penguin",1.9578,
"C01",19053913,"Little Penguin",1.8716,
"C01",19046458,"Little Penguin",1.852,
"C01",19047837,"Little Penguin",1.8452,
"C01",19041837,"Little Penguin",2.0357,
"C01",19026032,"Little Penguin",1.9623,
"C01",19041753,"Little Penguin",2.0358,
"C01",19038674,"Little Penguin",2.0413,
"C01",19036436,"Little Penguin",2.0261,
"C01",19015762,"Little Penguin",1.843,
"C01",19034674,"Little Penguin",2.0369,
"C01",19007002,"Little Penguin",2.0024,
"C01",19020799,"Little Penguin",1.867,
"C01",19026349,"Little Penguin",1.9743,
"C01",19017549,"Little Penguin",1.8816,
"C01",19018049,"Little Penguin",1.8695,
"C01",19026768,"Little Penguin",1.9726,
"C01",19022424,"Little Penguin",1.8763,
"C01",19022960,"Little Penguin",1.8657,
"C01",19026424,"Little Penguin",1.9651,
"C01",19025186,"Little Penguin",1.9761,
"C01",19008833,"Little Penguin",1.9147,
"C01",19024492,"Little Penguin",1.88,
"C01",19026481,"Little Penguin",1.9642,
"C01",19027658,"Little Penguin",1.9741,
"C01",19027800,"Little Penguin",1.9652,
"C01",19036735,"Little Penguin",2.0223,
"C01",19012308,"Little Penguin",1.8743,
"C01",19039298,"Little Penguin",2.0417,
"C01",19024053,"Little Penguin",1.8675,
"C01",19036282,"Little Penguin",2.0327,
"C01",19036447,"Little Penguin",2.0313,
"C01",19030367,"Little Penguin",1.9466,
"C01",19037278,"Little Penguin",2.0436,
"C01",190913493,"Little Penguin",1.8842,
"C01",19036450,"Little Penguin",2.0318,
"C01",19086170,"Little Penguin",1.8465,
"C01",19080093,"Little Penguin",1.8725,
"C01",19094956,"Little Penguin",1.866,
"C01",19039626,"Little Penguin",2.0409,
"C01",19075213,"Little Penguin",1.8481,
"C01",19042984,"Little Penguin",2.0427,
"C01",19059278,"Little Penguin",1.8667,
"C01",19071327,"Little Penguin",1.8592,
"C01",19051251,"Little Penguin",1.855,
"C01",19072357,"Little Penguin",1.8457,
"C01",19060477,"Little Penguin",1.8544,
"C01",19057740,"Little Penguin",1.8585,
"C01",19033981,"Little Penguin",2.0392,
"C01",19060802,"Little Penguin",1.8521,
"C01",19028383,"Little Penguin",1.9677,
"C01",19037630,"Little Penguin",2.0191,
"C01",19072713,"Little Penguin",1.8574,
"C01",19015778,"Little Penguin",1.8389,
"C01",19062260,"Little Penguin",1.8902,
"C01",19031409,"Little Penguin",2.0295,
"C01",19055823,"Little Penguin",1.8329,
"C01",19073967,"Little Penguin",1.8549,
"C01",19078323,"Little Penguin",1.8606,
"C01",19042845,"Little Penguin",2.0313,
"C01",19079168,"Little Penguin",1.8671,
"C01",19079318,"Little Penguin",1.8871,
"C01",19079368,"Little Penguin",1.8764,
"C01",19078078,"Little Penguin",1.8722,
"C01",19073798,"Little Penguin",1.8509,
"C01",19068128,"Little Penguin",1.8633,
"C01",19050155,"Little Penguin",1.8679,
"C01",19079516,"Little Penguin",1.913,
"C01",19078160,"Little Penguin",1.8586,
"C01",19079962,"Little Penguin",1.8986,
"C01",19071139,"Little Penguin",1.8403,
"C01",19052392,"Little Penguin",1.8556,
"C01",19015337,"Little Penguin",1.8398,
"C01",19068193,"Little Penguin",1.8646,
"C01",19069969,"Little Penguin",1.8466,
"C01",19075480,"Little Penguin",1.8398,
"C01",19080724,"Little Penguin",1.8874,
"C01",19069615,"Little Penguin",1.8498,
"C01",19066334,"Little Penguin",1.8452,
"C01",19085251,"Little Penguin",1.8337,
"C01",19001149,"Little Penguin",1.9484,
"C01",19089511,"Little Penguin",1.8439,
"C01",19022436,"Little Penguin",1.8623,
"C01",19053876,"Little Penguin",1.8437,
"C01",19091470,"Little Penguin",1.8506,
"C01",19087450,"Little Penguin",1.843,
"C01",19092061,"Little Penguin",1.8415,
"C01",19064595,"Little Penguin",1.8467,
"C01",19022983,"Little Penguin",1.8525,
"C01",19011528,"Little Penguin",1.8967,
"C01",19092105,"Little Penguin",1.8474,
"C01",19030646,"Little Penguin",1.9725,
"C01",19082123,"Little Penguin",1.8861,
"C01",19054992,"Little Penguin",1.8612,
"C01",19023685,"Little Penguin",1.8571,
"C01",19089608,"Little Penguin",1.8425,
"C01",19017033,"Little Penguin",1.8774,
"C01",19066535,"Little Penguin",1.8409,
"C01",19032960,"Little Penguin",2.0232,
"C01",19033117,"Little Penguin",2.0366,
"C01",19084063,"Little Penguin",1.85,
"C01",19025097,"Little Penguin",1.832,
"C01",19026505,"Little Penguin",1.9577,
"C01",19080053,"Little Penguin",1.8762,
"C01",19039926,"Little Penguin",2.0301,
"C01",19010516,"Little Penguin",1.91,
"C01",19078535,"Little Penguin",1.8615,
"C01",19079758,"Little Penguin",1.8718,
"C01",19064183,"Little Penguin",1.854,
"C01",19080259,"Little Penguin",1.8693,
"C01",19027582,"Little Penguin",1.9532,
"C01",19083805,"Little Penguin",1.8849,
