"Box","Band_no","Species","Mass","Notes"
"C03",13141167,"Masked Booby",4.9002,
"C03",13141160,"Masked Booby",4.9114,
"C03",13141153,"Masked Booby",4.897,
"C03",13141152,"Masked Booby",4.9054,
"C03",13141138,"Masked Booby",4.908,
"C03",13141116,"Masked Booby",4.886,
"C03",13141102,"Masked Booby",4.9097,
"C03",13151669,"Masked Booby",5.1265,
"C03",13157941,"Masked Booby",5.1109,
"C03",13157099,"Masked Booby",5.0843,
"C03",13149782,"Masked Booby",5.0806,
"C03",13172685,"Masked Booby",4.9281,
"C03",13172707,"Masked Booby",4.8652,
"C03",13157947,"Masked Booby",5.1038,
"C03",13172762,"Masked Booby",4.8803,
"C03",13188102,"Masked Booby",5.1145,
"C03",13176141,"Masked Booby",5.1374,
"C03",13189610,"Masked Booby",5.0522,
"C03",13184456,"Masked Booby",5.1608,
"C03",13175839,"Masked Booby",4.8538,
"C03",13157777,"Masked Booby",5.1029,
"C03",13155335,"Masked Booby",5.0716,
"C03",13157797,"Masked Booby",5.0646,
"C03",13175716,"Masked Booby",4.8719,
"C03",13135633,"Masked Booby",2.6264,
"C03",13135639,"Masked Booby",2.5827,
"C03",13135664,"Masked Booby",2.6174,
"C03",13135672,"Masked Booby",2.5725,
"C03",13135675,"Masked Booby",2.5803,
"C03",13135690,"Masked Booby",2.5468,
"C03",13135692,"Masked Booby",2.5675,
"C03",13135697,"Masked Booby",2.5931,
"C03",13135703,"Masked Booby",2.6088,
"C03",13142258,"Masked Booby",4.9083,
"C03",13155331,"Masked Booby",5.0675,
"C03",13155235,"Masked Booby",5.067,
"C03",13155272,"Masked Booby",5.05,
"C03",13151692,"Masked Booby",5.1113,
"C03",13142268,"Masked Booby",4.8987,
"C03",13162065,"Masked Booby",5.122,
"C03",13130420,"Masked Booby",5.0713,
"C03",13162092,"Masked Booby",5.1155,
"C03",13146853,"Masked Booby",5.1195,
"C03",13162466,"Masked Booby",5.1748,
"C03",09118607,"Red-tailed Tropic Bird",2.2423,
"C03",07167164,"Gull-billed Tern",0.2357,
"C03",07167103,"Gull-billed Tern",0.238,
"C03",07167157,"Gull-billed Tern",0.2364,
"C03",07167153,"Gull-billed Tern",0.2377,
"C03",07167149,"Gull-billed Tern",0.2394,
"C03",09106130,"Caspian Tern",2.2261,
"C03",09021659,"Caspian Tern",0.5976,
"C03",09106149,"Caspian Tern",2.2296,
"C03",09108910,"Caspian Tern",2.2485,
"C03",09106170,"Caspian Tern",2.2487,
"C03",09102101,"Caspian Tern",2.2066,
"C03",09053511,"Caspian Tern",0.4008,
"C03",09033202,"Caspian Tern",0.6584,
"C03",09126383,"Caspian Tern",2.1791,
"C03",07171729,"Crested Tern",0.2404,
"C03",07135736,"Crested Tern",0.2405,
"C03",07146834,"Crested Tern",0.2516,
"C03",07166467,"Crested Tern",0.2267,
"C03",07166652,"Crested Tern",0.2374,
"C03",07147803,"Crested Tern",0.23,
"C03",07170596,"Crested Tern",0.2407,
"C03",07173386,"Crested Tern",0.2362,
"C03",07173351,"Crested Tern",0.2394,
"C03",07171251,"Crested Tern",0.2359,
"C03",07161676,"Crested Tern",0.1856,
"C03",07159128,"Crested Tern",0.1884,
"C03",07158268,"Crested Tern",0.1901,
"C03",07129602,"Crested Tern",0.2373,
"C03",07162757,"Crested Tern",0.1887,
"C03",07173156,"Crested Tern",0.2399,
"C03",07143955,"Crested Tern",0.2498,
"C03",07087574,"Crested Tern",0.3975,
"C03",07171483,"Crested Tern",0.2396,
"C03",07162538,"Crested Tern",0.1889,
"C03",07163757,"Crested Tern",0.6132,
"C03",07177731,"Crested Tern",0.2432,
"C03",07163637,"Crested Tern",0.6168,
"C03",07162644,"Crested Tern",0.1906,
"C03",07126061,"Crested Tern",0.2341,
"C03",07170428,"Crested Tern",0.2431,
"C03",07146820,"Crested Tern",0.2469,
"C03",07162631,"Crested Tern",0.1899,
"C03",07177727,"Crested Tern",0.2444,
"C03",07162767,"Crested Tern",0.1884,
"C03",07134046,"Crested Tern",0.2293,
"C03",07151338,"Crested Tern",0.7225,
"C03",07065557,"Crested Tern",0.3329,
"C03",07148476,"Crested Tern",0.2383,
"C03",07163777,"Crested Tern",0.6181,
"C03",07179718,"Crested Tern",0.2422,
"C03",07109446,"Crested Tern",0.1853,
"C03",07181980,"Crested Tern",0.2141,
"C03",07176269,"Crested Tern",0.5774,
"C03",07182593,"Crested Tern",0.6031,
"C03",07165932,"Crested Tern",0.628,
"C03",07117758,"Crested Tern",0.2212,
"C03",07110331,"Crested Tern",0.21,
"C03",07195122,"Crested Tern",0.2523,
"C03",07196144,"Crested Tern",0.2533,
"C03",07196895,"Crested Tern",0.2551,
"C03",07128711,"Crested Tern",0.2139,
"C03",07141097,"Crested Tern",0.2619,
"C03",07172081,"Crested Tern",0.2422,
"C03",07045953,"Crested Tern",0.269,
"C03",07160222,"Crested Tern",0.1913,
"C03",07159406,"Crested Tern",0.1916,
"C03",07161630,"Crested Tern",0.1887,
"C03",07162169,"Crested Tern",0.1887,
"C03",07170080,"Crested Tern",0.2385,
"C03",07173716,"Crested Tern",0.2374,
"C03",07172185,"Crested Tern",0.2422,
"C03",07124187,"Crested Tern",0.2175,
"C03",07064125,"Crested Tern",0.4048,
"C03",07158202,"Crested Tern",0.1873,
"C03",07170161,"Crested Tern",0.2325,
"C03",07144113,"Crested Tern",0.2262,
"C03",07047444,"Crested Tern",0.2461,
"C03",07166434,"Crested Tern",0.2292,
"C03",07171199,"Crested Tern",0.2381,
"C03",07173876,"Crested Tern",0.2398,
"C03",07147296,"Crested Tern",0.2531,
"C03",07075141,"Crested Tern",0.2688,
"C03",07173670,"Crested Tern",0.2377,
"C03",07137744,"Crested Tern",0.246,
"C03",07118545,"Crested Tern",0.2414,
"C03",07166441,"Crested Tern",0.2324,
"C03",07199696,"Crested Tern",0.2529,
"C03",07201297,"Crested Tern",0.2572,
"C03",07197387,"Crested Tern",0.2536,
"C03",07199760,"Crested Tern",0.2509,
"C03",07184111,"Crested Tern",0.5919,
"C03",07191271,"Crested Tern",0.2292,
"C03",07204407,"Crested Tern",0.2535,
"C03",07204371,"Crested Tern",0.255,
"C03",07204479,"Crested Tern",0.2541,
"C03",07201182,"Crested Tern",0.2538,
"C03",07143986,"Crested Tern",0.2239,
"C03",07204537,"Crested Tern",0.253,
"C03",07204890,"Crested Tern",0.2516,
"C03",07195197,"Crested Tern",0.2488,
"C03",07199381,"Crested Tern",0.2539,
"C03",07201274,"Crested Tern",0.2524,
"C03",07199364,"Crested Tern",0.2508,
"C03",07113521,"Crested Tern",0.2341,
"C03",07196424,"Crested Tern",0.2498,
"C03",07195270,"Crested Tern",0.2463,
"C03",07197605,"Crested Tern",0.2517,
"C03",07201199,"Crested Tern",0.2558,
"C03",00705498,"Crested Tern",0.1754,"Number unclear. Do not use"
"C03",07130436,"Crested Tern",0.2211,
"C03",07196124,"Crested Tern",0.2513,
"C03",07036328,"Crested Tern",0.2497,
"C03",07239509,"Crested Tern",0.2552,
"C03",07222178,"Crested Tern",0.2511,
"C03",07195315,"Crested Tern",0.2465,
"C03",07116048,"Crested Tern",0.2012,
"C03",07119468,"Crested Tern",0.2187,
"C03",07196948,"Crested Tern",0.2318,
"C03",07222018,"Crested Tern",0.2538,
"C03",07215880,"Crested Tern",0.2561,
"C03",07219018,"Crested Tern",0.2475,
"C03",07179554,"Crested Tern",0.2214,
"C03",07177372,"Crested Tern",0.227,
"C03",07245933,"Crested Tern",0.2493,
"C03",07202970,"Crested Tern",0.2537,
"C03",07147058,"Crested Tern",0.2343,
"C03",07226966,"Crested Tern",0.2524,
"C03",07245983,"Crested Tern",0.2561,
"C03",07148257,"Crested Tern",0.2287,
"C03",07286009,"Crested Tern",0.2507,
"C03",07257827,"Crested Tern",0.6218,
"C03",04124461,"Little Tern",0.1699,
"C03",04124460,"Little Tern",0.1707,
"C03",04177896,"Little Tern",0.0812,
"C03",04051030,"Little Tern",0.708,"*very holey"
"C03",04112189,"Fairy Tern",0.1787,
"C03",06124501,"Sooty Tern",0.2342,
"C03",06123354,"Bridled Tern",0.2203,
"C03",06179973,"Bridled Tern",0.1612,
"C03",06203975,"Bridled Tern",0.1667,
"C03",06176278,"Bridled Tern",0.1664,
"C03",06177422,"Bridled Tern",0.1602,
"C03",06159508,"Black Noddy",0.1475,
"C03",08188401,"Silver Gull",0.4927,
"C03",08289451,"Silver Gull",0.8,
"C03",08219064,"Silver Gull",0.5157,
"C03",08217567,"Silver Gull",0.5011,
"C03",08265069,"Silver Gull",0.8141,
"C03",08209133,"Silver Gull",0.6067,
"C03",08209612,"Silver Gull",0.554,
"C03",08207708,"Silver Gull",0.524,
"C03",08270592,"Silver Gull",0.8627,
"C03",08289043,"Silver Gull",0.7897,
"C03",08278956,"Silver Gull",0.7873,
"C03",08187174,"Silver Gull",0.4008,
"C03",08212037,"Silver Gull",0.5495,
"C03",08265046,"Silver Gull",0.8552,
"C03",08141422,"Silver Gull",0.437,
"C03",08253897,"Silver Gull",0.1524,
"C03",08108147,"Silver Gull",0.4732,
"C03",08211471,"Silver Gull",0.5369,
"C03",08266433,"Silver Gull",0.8438,
"C03",08185634,"Silver Gull",0.3741,
"C03",08217134,"Silver Gull",0.5796,
"C03",08209138,"Silver Gull",0.5836,
"C03",08266163,"Silver Gull",0.8446,
"C03",08267513,"Silver Gull",0.8335,
"C03",08188590,"Silver Gull",0.4801,
"C03",08267718,"Silver Gull",0.8573,
"C03",08217289,"Silver Gull",0.606,
"C03",08184942,"Silver Gull",0.4489,
"C03",08245288,"Silver Gull",0.8227,
"C03",08245293,"Silver Gull",0.8104,
"C03",08218743,"Silver Gull",0.5972,
"C03",08211139,"Silver Gull",0.599,
"C03",08270190,"Silver Gull",0.8692,
"C03",08251445,"Silver Gull",0.7529,
"C03",08142471,"Silver Gull",0.4339,
"C03",08218997,"Silver Gull",0.6008,
"C03",08265136,"Silver Gull",0.8251,
"C03",08218500,"Silver Gull",0.4821,
"C03",08278929,"Silver Gull",0.784,
"C03",08206602,"Silver Gull",0.4592,
"C03",08217893,"Silver Gull",0.465,
"C03",08200176,"Silver Gull",0.4413,
"C03",08217922,"Silver Gull",0.4755,
"C03",08213515,"Silver Gull",0.5914,
"C03",08187073,"Silver Gull",0.5451,
"C03",08200508,"Silver Gull",0.5167,
"C03",08205725,"Silver Gull",0.4986,
"C03",08274592,"Silver Gull",0.7832,
"C03",08188978,"Silver Gull",0.4228,
"C03",08187160,"Silver Gull",0.4641,
"C03",08207260,"Silver Gull",0.5479,
"C03",08187088,"Silver Gull",0.54,
"C03",08270632,"Silver Gull",0.8648,
"C03",08210112,"Silver Gull",0.5517,
"C03",08012721,"Silver Gull",0.5826,
"C03",08141536,"Silver Gull",0.3854,
"C03",08218710,"Silver Gull",0.5779,
"C03",08274466,"Silver Gull",0.7811,
"C03",08217280,"Silver Gull",0.5871,
"C03",08251981,"Silver Gull",0.7596,
"C03",08204770,"Silver Gull",0.5809,
"C03",08101443,"Silver Gull",0.7219,
"C03",08249870,"Silver Gull",0.6582,
"C03",08215695,"Silver Gull",0.5595,
"C03",08137415,"Silver Gull",0.4259,
"C03",08107688,"Silver Gull",0.4786,
"C03",08189809,"Silver Gull",0.4117,
"C03",08217982,"Silver Gull",0.5059,
"C03",08257421,"Silver Gull",0.7843,
"C03",08142349,"Silver Gull",0.4278,
"C03",08141694,"Silver Gull",0.4393,
"C03",08174847,"Silver Gull",0.4541,
"C03",08141543,"Silver Gull",0.4099,
"C03",08209834,"Silver Gull",0.5106,
"C03",08205316,"Silver Gull",0.5908,
"C03",08213483,"Silver Gull",0.5917,
"C03",08200235,"Silver Gull",0.5082,
"C03",08186329,"Silver Gull",0.3915,
"C03",08108985,"Silver Gull",0.4769,
"C03",08270601,"Silver Gull",0.8654,
"C03",08084235,"Silver Gull",0.2903,
"C03",08195401,"Silver Gull",0.5378,
"C03",08205976,"Silver Gull",0.6182,
"C03",08252672,"Silver Gull",0.2405,
"C03",08195193,"Silver Gull",0.5617,
"C03",11098297,"Pacific Gull",3.4257,
"C03",11099116,"Pacific Gull",3.4395,
"C03",11100660,"Pacific Gull",3.5421,
"C03",11100040,"Pacific Gull",3.4471,
"C03",11089279,"Pacific Gull",3.4265,
"C03",11096784,"Pacific Gull",3.5247,
"C03",11096925,"Pacific Gull",3.5788,
"C03",11096953,"Pacific Gull",3.5782,
"C03",11102038,"Pacific Gull",3.5244,
"C03",11096138,"Pacific Gull",3.5185,
"C03",11093746,"Pacific Gull",3.6355,
"C03",11105781,"Pacific Gull",3.6554,
"C03",11105800,"Pacific Gull",3.6363,
"C03",11105624,"Pacific Gull",3.6262,
"C03",11097034,"Pacific Gull",3.4762,
"C03",11106696,"Pacific Gull",3.6186,
"C03",11106693,"Pacific Gull",3.6195,
"C03",11093909,"Pacific Gull",3.476,
"C03",11105412,"Pacific Gull",3.6275,
"C03",11106729,"Pacific Gull",3.6143,
"C03",11099364,"Pacific Gull",3.4342,
"C03",11106463,"Pacific Gull",3.5748,
"C03",11108632,"Pacific Gull",3.6309,
"C03",11108613,"Pacific Gull",3.6212,
"C03",11106823,"Pacific Gull",3.6168,
"C03",11098712,"Pacific Gull",3.452,
"C03",11108678,"Pacific Gull",3.6211,
"C03",11108361,"Pacific Gull",3.6116,
"C03",11106825,"Pacific Gull",3.5978,
"C03",11087534,"Pacific Gull",3.3789,
"C03",11100755,"Pacific Gull",3.4249,
"C03",11099375,"Pacific Gull",3.4316,
"C03",11117850,"Pacific Gull",3.4815,
"C03",11100690,"Pacific Gull",3.2526,
"C03",11097083,"Pacific Gull",3.5072,
"C03",11121827,"Pacific Gull",3.6244,
"C03",11101865,"Pacific Gull",3.0534,
"C03",11093715,"Pacific Gull",3.576,
"C03",11111312,"Pacific Gull",3.5238,
"C03",11104396,"Pacific Gull",3.5761,
"C03",11120657,"Pacific Gull",3.5058,
"C03",11100058,"Pacific Gull",3.3266,
"C03",11119070,"Pacific Gull",3.5407,
"C03",11105521,"Pacific Gull",3.6173,
"C03",11100061,"Pacific Gull",3.4562,
"C03",11101691,"Rufus Night Heron",3.5417,
"C03",11056134,"Rufus Night Heron",1.4839,
"C03",11086433,"Rufus Night Heron",3.5983,
"C03",11056132,"Rufus Night Heron",1.4794,
"C04",10095207,"Plumed Whistling Duck",2.3791,
"C04",14049432,"Black Swan",6.9918,
"C04",14049407,"Black Swan",6.8947,
"C04",14040543,"Black Swan",6.7447,
"C04",14042596,"Black Swan",6.8838,
"C04",14042549,"Black Swan",6.8814,
"C04",14042639,"Black Swan",6.8189,
"C04",14029954,"Black Swan",5.2801,
"C04",14038710,"Black Swan",6.6565,
"C04",14040506,"Black Swan",6.7904,
"C04",14040532,"Black Swan",6.8038,
"C04",14042597,"Black Swan",6.8993,
"C04",14042686,"Black Swan",6.8698,
"C04",14042560,"Black Swan",6.9011,
"C04",14042592,"Black Swan",6.9014,
"C04",14042567,"Black Swan",6.8999,
"C04",14042708,"Black Swan",6.9055,
"C04",14042594,"Black Swan",6.9202,
"C04",14042546,"Black Swan",6.8964,
"C04",14042562,"Black Swan",6.9112,
"C04",14040537,"Black Swan",6.8174,
"C04",14034188,"Black Swan",6.1395,
"C04",14049318,"Black Swan",6.9358,
"C04",14049313,"Black Swan",6.9503,
"C04",14034233,"Black Swan",6.6995,
"C04",14030761,"Black Swan",7.3134,
"C04",10108698,"Maned Duck",0.7472,
"C04",10103081,"Maned Duck",2.6795,
"C04",10077812,"Maned Duck",0.8085,
"C04",10100417,"Maned Duck",2.6754,
"C04",11055240,"Maned Duck",1.1135,
"C04",10108624,"Maned Duck",0.7752,
"C04",10105456,"Maned Duck",2.6402,
"C04",10108475,"Maned Duck",0.7847,
"C04",10098636,"Maned Duck",2.5973,
"C04",10067305,"Maned Duck",0.7743,
"C04",10051158,"Maned Duck",0.776,
"C04",10100507,"Maned Duck",2.7094,
"C04",10100522,"Maned Duck",2.7239,
"C04",10100557,"Maned Duck",2.7191,
"C04",10064676,"Maned Duck",0.7072,
"C04",10064619,"Maned Duck",0.6511,
"C04",10095675,"Maned Duck",2.3835,
"C04",10069628,"Maned Duck",0.8362,
"C04",10099885,"Maned Duck",2.6818,
"C04",10094735,"Maned Duck",2.3588,
"C04",10094721,"Maned Duck",2.3579,
"C04",10098141,"Maned Duck",2.5922,
"C04",10094727,"Maned Duck",2.387,
"C04",10075728,"Maned Duck",0.8496,
"C04",10075707,"Maned Duck",0.8481,
"C04",10075704,"Maned Duck",0.8516,
"C04",10094611,"Maned Duck",2.3185,
"C04",10064686,"Maned Duck",0.7352,
"C04",10099881,"Maned Duck",2.6912,
"C04",10081629,"Maned Duck",2.5377,
"C04",10060355,"Maned Duck",0.7345,
"C04",10068909,"Maned Duck",0.8234,
"C04",10043185,"Maned Duck",0.8242,
"C04",10030864,"Maned Duck",0.8698,
"C04",11093226,"Maned Duck",3.3816,
"C04",10043177,"Maned Duck",0.849,
"C04",10059973,"Maned Duck",0.8101,
"C04",10064439,"Maned Duck",0.8357,
"C04",10059971,"Maned Duck",0.8185,
"C04",13010931,"Magpie Goose",2.9955,
"C04",13010492,"Magpie Goose",3.7829,
"C04",13010498,"Magpie Goose",3.7664,
"C04",15035121,"Magpie Goose",6.9954,
"C04",13159217,"Magpie Goose",5.0987,
"C04",13159212,"Magpie Goose",5.0777,
"C04",13151472,"Magpie Goose",5.0217,
"C04",13159446,"Magpie Goose",5.0734,
"C04",13153162,"Magpie Goose",5.206,
"C04",13160019,"Magpie Goose",5.1157,
"C04",10106459,"Eastern Curlew",2.6969,
"C04",08247439,"Banded Stilt",0.8225,
"C04",08248430,"Banded Stilt",0.8365,
"C04",03251351,"Red-capped Plover",0.1556,
"C04",04100455,"Double Banded Plover",0.0882,
"C04",04118276,"Double Banded Plover",0.1758,
"C04",04131245,"Double Banded Plover",0.1853,
"C04",05101796,"Mongolian Plover",0.2885,
"C04",05130552,"Hooded Plover",0.2114,
"C04",05130495,"Hooded Plover",0.2046,
"C04",05130496,"Hooded Plover",0.2592,
"C04",05107055,"Hooded Plover",0.3219,
"C04",08248736,"Masked Lapwing",0.8039,
"C04",08263054,"Masked Lapwing",0.8676,
"C04",08201868,"Masked Lapwing",0.6101,
"C04",08259302,"Masked Lapwing",0.8672,
"C04",08261711,"Masked Lapwing",0.8692,
"C04",08261712,"Masked Lapwing",0.8708,
"C04",08184789,"Masked Lapwing",0.5827,
"C04",10102343,"Pied Oystercatcher",2.6587,
"C04",10097524,"Pied Oystercatcher",2.5443,
"C04",10093323,"Pied Oystercatcher",2.599,
"C04",10085157,"Pied Oystercatcher",2.6121,
"C04",10085081,"Pied Oystercatcher",2.6207,
"C04",10101724,"Pied Oystercatcher",2.6762,
"C04",10084302,"Pied Oystercatcher",2.5854,
"C04",10097502,"Pied Oystercatcher",2.5734,
"C04",10086926,"Pied Oystercatcher",2.6808,
"C04",10096920,"Pied Oystercatcher",2.5845,
"C04",10083652,"Pied Oystercatcher",2.1627,
"C04",10082372,"Pied Oystercatcher",2.5153,
"C04",10086651,"Pied Oystercatcher",2.6577,
"C04",10086925,"Pied Oystercatcher",2.7176,
"C04",10093320,"Pied Oystercatcher",2.5688,
"C04",10086134,"Pied Oystercatcher",2.7267,
"C04",10093303,"Pied Oystercatcher",2.6687,
"C04",10082334,"Pied Oystercatcher",2.5868,
"C04",10086671,"Pied Oystercatcher",2.696,
"C04",10088055,"Pied Oystercatcher",2.6219,
"C04",10093272,"Pied Oystercatcher",2.6774,
"C04",10081756,"Pied Oystercatcher",2.4643,
"C04",10103582,"Pied Oystercatcher",2.6387,
"C04",10084382,"Pied Oystercatcher",2.5911,
"C04",10088089,"Pied Oystercatcher",2.6611,
"C04",10088035,"Pied Oystercatcher",2.6507,
"C04",10084397,"Pied Oystercatcher",2.5817,
"C04",10088080,"Pied Oystercatcher",2.654,
"C04",05142601,"Ruddy Turnstone",0.2052,
"C04",05142827,"Ruddy Turnstone",0.2081,
"C04",08207122,"Silver Gull",0.4589,
"C04",08257184,"Silver Gull",0.734,
"C04",08269223,"Silver Gull",0.8293,
"C04",08175816,"Silver Gull",0.5764,
"C04",08208751,"Silver Gull",0.5147,
"C04",08279428,"Silver Gull",0.2319,
"C04",08283142,"Silver Gull",0.2871,
"C04",08191092,"Silver Gull",0.4034,
"C04",08217181,"Silver Gull",0.4255,
"C04",08204663,"Silver Gull",0.5295,
"C04",08286439,"Silver Gull",0.2957,
"C04",08206876,"Silver Gull",0.4582,
"C04",08137803,"Silver Gull",0.4215,
"C04",08290095,"Silver Gull",0.7513,
"C04",08105498,"Silver Gull",0.4265,
"C04",13155765,"Brolga",5.0407,
"C04",04160689,"Broad-billed Sandpiper",0.1781,
"C04",06212254,"Great Knot",0.2427,
"C04",06209895,"Great Knot",0.2303,
"C04",06187275,"Great Knot",0.2294,
"C04",06139401,"Great Knot",0.57,
"C04",00614450,"Great Knot",0.2316,
"C04",06170997,"Great Knot",0.2288,
"C04",06144807,"Great Knot",0.2288,
"C04",06141066,"Great Knot",0.58,
"C04",06138418,"Great Knot",0.5874,
"C04",06139973,"Great Knot",0.6109,
"C04",05191415,"Red Knot",0.2096,
"C04",05128105,"Red Knot",0.2127,
"C04",05156715,"Red Knot",0.2126,
"C04",05100208,"Red Knot",0.2954,
"C04",04077229,"Sharp-tailed Sandpiper",0.123,
"C04",03366737,"Red Necked Stint",0.1596,
"C04",03249048,"Red Necked Stint",0.1627,
"C04",03366318,"Red Necked Stint",0.1624,
"C04",03275989,"Red Necked Stint",0.1539,
"C04",04071883,"Curlew Sandpiper",0.0746,
"C04",04163713,"Curlew Sandpiper",0.1832,
"C04",00410898,"Curlew Sandpiper",0.1782,
"C04",07257398,"Bar-tailed Godwit",0.6162,
"C04",00723390,"Bar-tailed Godwit",0.6372,
"C04",07241326,"Bar-tailed Godwit",0.6,
"C04",07241644,"Bar-tailed Godwit",0.6099,
"C04",07185636,"Bar-tailed Godwit",0.5895,
"C04",08135529,"Bar-tailed Godwit",0.3951,
"C04",15036127,"Cape Barren Goose",6.894,
"C04",15029356,"Cape Barren Goose",6.8055,
"C04",14025613,"Cape Barren Goose",6.3795,
"C04",15035968,"Cape Barren Goose",6.7688,
"C04",15035969,"Cape Barren Goose",6.9201,
"C04",15036147,"Cape Barren Goose",6.9495,
"C04",15031234,"Cape Barren Goose",6.7615,
"C04",15031186,"Cape Barren Goose",6.7526,
"C04",15036107,"Cape Barren Goose",6.9412,
"C04",15031367,"Cape Barren Goose",6.7604,
"C04",15031376,"Cape Barren Goose",6.7058,
"C04",15031267,"Cape Barren Goose",6.6991,
"C04",15036717,"Cape Barren Goose",6.9173,
"C04",15035698,"Cape Barren Goose",6.9061,
"C04",15034865,"Cape Barren Goose",6.877,
"C04",15037255,"Cape Barren Goose",6.9862,
"C04",15037939,"Cape Barren Goose",6.9924,
"C04",15037300,"Cape Barren Goose",6.9754,
"C04",15037176,"Cape Barren Goose",6.9629,
"C04",15027824,"Cape Barren Goose",6.9231,
"C04",15031364,"Cape Barren Goose",6.7438,
"C04",15028823,"Cape Barren Goose",6.732,
"C04",15028768,"Cape Barren Goose",6.8003,
"C04",15033713,"Cape Barren Goose",6.8362,
"C04",15026610,"Cape Barren Goose",8.5312,
"C04",15034453,"Cape Barren Goose",6.905,
"C04",15035505,"Cape Barren Goose",6.9482,
"C04",15031068,"Cape Barren Goose",6.761,
"C04",15031810,"Cape Barren Goose",6.8802,
"C04",15032980,"Cape Barren Goose",6.8925,
"C04",15034170,"Cape Barren Goose",6.8876,
"C04",15034189,"Cape Barren Goose",6.8872,
"C04",15028796,"Cape Barren Goose",6.7443,
"C04",15029184,"Cape Barren Goose",6.6912,
"C04",15029178,"Cape Barren Goose",6.7609,
"C04",15028844,"Cape Barren Goose",6.8314,
"C04",15026207,"Cape Barren Goose",8.2314,
"C04",15033041,"Cape Barren Goose",6.8753,
"C04",15035120,"Cape Barren Goose",6.9907,
"C04",15035196,"Cape Barren Goose",6.993,
"C04",15035203,"Cape Barren Goose",6.9899,
"C04",15035119,"Cape Barren Goose",6.987,
"C04",15035255,"Cape Barren Goose",7.0004,
"C04",15035510,"Cape Barren Goose",6.9628,
"C04",15035508,"Cape Barren Goose",6.9786,
"C04",15035531,"Cape Barren Goose",6.9568,
"C04",15035474,"Cape Barren Goose",6.9869,
"C04",15035582,"Cape Barren Goose",6.971,
"C04",15033536,"Cape Barren Goose",6.8407,
"C04",11019326,"Great Egret",1.5168,
"C04",11061708,"Great Egret",1.7212,
"C04",10077031,"Intermediate Egret",0.8479,
"C04",10073582,"Intermediate Egret",0.8445,
"C04",10076275,"Intermediate Egret",0.8591,
"C04",10046106,"Intermediate Egret",0.8578,
"C04",12131831,"Pacific Heron",4.5525,
"C04",13125204,"Royal Spoonbill",4.9227,
"C04",13017430,"Royal Spoonbill",3.8234,
"C04",13126959,"Royal Spoonbill",4.9382,
"C04",13131823,"Royal Spoonbill",5.0937,
"C04",12059514,"Straw-necked Ibis",1.4517,
"C04",12129598,"Straw-necked Ibis",4.2078,
"C04",12115086,"Straw-necked Ibis",4.3316,
"C04",12042785,"Straw-necked Ibis",1.5865,
"C04",12121469,"Straw-necked Ibis",2.2873,
"C04",12060840,"Straw-necked Ibis",3.4255,
"C04",12129346,"Straw-necked Ibis",4.4474,
"C04",12129595,"Straw-necked Ibis",4.4487,
"C04",12071037,"Straw-necked Ibis",1.6484,
"C04",12141773,"Sacred Ibis",4.404,
"C04",12109846,"Sacred Ibis",1.6654,
"C04",12143941,"Sacred Ibis",4.3225,
"C04",12137381,"Sacred Ibis",4.2622,
"C04",12114488,"Sacred Ibis",3.7287,
"C04",12053736,"Sacred Ibis",1.6956,
"C04",12121592,"Sacred Ibis",2.2845,
"C04",12114251,"Sacred Ibis",3.6831,
"C04",12110413,"Sacred Ibis",4.2324,
"C04",12052467,"Sacred Ibis",1.6509,
"C04",12135048,"Sacred Ibis",4.3324,
"C04",12137730,"Sacred Ibis",4.2348,
"C04",12143149,"Sacred Ibis",4.363,
"C04",12141276,"Sacred Ibis",4.4678,
"C04",12015988,"Sacred Ibis",1.6123,
"C04",12130338,"Sacred Ibis",4.3257,
"C04",12015952,"Sacred Ibis",1.7954,
"C04",12120084,"Sacred Ibis",2.0901,
"C04",12029894,"Sacred Ibis",1.7537,
"C04",12052487,"Sacred Ibis",2.0704,
"C04",12126868,"Sacred Ibis",4.5902,
"C04",12109980,"Sacred Ibis",2.025,
"C04",12053760,"Sacred Ibis",2.0167,
"C04",12114481,"Sacred Ibis",4.312,
"C04",12109709,"Sacred Ibis",2.0234,
"C04",12109782,"Sacred Ibis",2.0342,
"C04",12109703,"Sacred Ibis",2.0304,
"C04",12109766,"Sacred Ibis",2.0346,
"C04",12109765,"Sacred Ibis",2.0309,
"C04",12109743,"Sacred Ibis",2.0326,
"C04",12109726,"Sacred Ibis",2.0317,
"C04",12109737,"Sacred Ibis",2.0346,
"C04",12109748,"Sacred Ibis",2.0285,
"C04",12109738,"Sacred Ibis",2.0364,
"C04",12109744,"Sacred Ibis",2.0312,
"C04",12109711,"Sacred Ibis",2.0298,
"C04",12109717,"Sacred Ibis",2.031,
"C04",12109708,"Sacred Ibis",2.0299,
"C04",12115195,"Sacred Ibis",4.0112,
"C04",12109905,"Sacred Ibis",2.0446,
"C04",12113202,"Sacred Ibis",4.1866,
"C04",12113925,"Sacred Ibis",3.9826,
"C04",12046536,"Sacred Ibis",1.9691,
"C04",12114261,"Sacred Ibis",4.095,
"C04",12115075,"Sacred Ibis",4.1635,
"C04",12114491,"Sacred Ibis",4.3278,
"C04",12046580,"Sacred Ibis",1.9458,
"C04",12109715,"Sacred Ibis",2.0278,
"C04",12136637,"Sacred Ibis",4.2835,
"C04",12109707,"Sacred Ibis",2.0329,
