"Box","Size","IssueState","Metals","Batch","startNum","endNum","numInPacket","Band_1","Band_2","Band_3","Band_4","Band_5","lookupNum","issueYear","bandMetal_fromManufactureRecords","bandMetal_BACKFILLED","groupInit",
"6",12,"Returned","SS,AM,ML",120,"49957","50000",44,2.053,2.0481,2.0252,"NA","NA",12049957,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",120,"65081","65100",20,2.0612,2.0544,2.0666,"NA","NA",12065081,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",121,"10805","10810",6,4.477,4.4774,4.4765,"NA","NA",12110805,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",121,"12253","12260",8,4.5837,4.5883,4.583,"NA","NA",12112253,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",121,"25051","25100",50,4.5836,4.564,4.5777,"NA","NA",12125051,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",121,"26661","26750",90,4.4962,4.553,4.5485,"NA","NA",12126661,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",121,"30731","30740",10,4.4687,4.4624,4.4604,"NA","NA",12130731,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",121,"33711","33720",10,4.5772,4.5751,4.5837,"NA","NA",12133711,"87","SS","SS",4.4546933333,
"6",12,"Returned","SS,AM,ML",121,"33791","33800",10,4.5861,4.5787,4.5806,"NA","NA",12133791,"87","SS","SS",,
"6",12,"Returned","SS,AM,ML",121,"34701","34750",50,4.3176,4.298,4.2902,"NA","NA",12134701,"88","SS","SS",,
"6",12,"Returned","SS,AM,ML",121,"34981","34990",10,4.3306,4.3191,4.3364,"NA","NA",12134981,"88","SS","SS",,
"6",12,"Returned","SS,AM,ML",121,"40661","40760",100,4.4711,4.4809,4.4951,"NA","NA",12140661,"NA","SS","SS",,
"4",13,"Returned","AM",130,"10953","11000",48,3.0371,3.0165,3.0156,"NA","NA",13010953,"NA","NA","AM",3.5286424242,
"4",13,"Returned","AM",130,"13851","13900",50,3.8755,3.8781,3.8882,"NA","NA",13013851,"NA","NA","AM",,
"4",13,"Returned","AM",130,"18558","18600",43,3.796,3.8279,3.8435,"NA","NA",13018558,"NA","NA","AM",,
"4",13,"Returned","AM",130,"26190","26200",11,3.8091,3.7807,3.7867,"NA","NA",13026190,"NA","NA","AM",,
"4",13,"Returned","AM",130,"33388","33400",13,3.8167,3.8176,3.8097,"NA","NA",13033388,"NA","NA","AM",,
"4",13,"Returned","AM",130,"39291","39300",10,3.794,3.7838,3.789,"NA","NA",13039291,"NA","NA","AM",,
"4",13,"Returned","AM",130,"39384","39400",16,3.7787,3.7796,3.7741,"NA","NA",13039384,"NA","NA","AM",,
"4",13,"Returned","AM",130,"42326","42400",75,3.8767,3.8818,3.8765,"NA","NA",13042326,"NA","NA","AM",,
"4",13,"Returned","AM",130,"49701","49800",100,3.8231,3.8468,3.8285,"NA","NA",13049701,"NA","NA","AM",,
"4",13,"Returned","AM",131,"35008","35010",3,2.6037,2.5981,2.6052,"NA","NA",13135008,"NA","NA","AM",2.6022833333,
"4",13,"Returned","AM",131,"36251","36360",110,2.5951,2.6095,2.6021,"NA","NA",13136251,"NA","NA","AM",,
"3",13,"Returned","SS,ML",130,"23940","23945",6,3.809,3.792,3.8027,"NA","NA",13023940,"NA","NA","NA",,
"3",13,"Returned","SS,ML",130,"26514","26514",1,3.7962,"NA","NA","NA","NA",13026514,"NA","NA","NA",,
"3",13,"Returned","SS,ML",130,"50656","50700",45,5.7099,5.6852,5.7072,"NA","NA",13050656,"NA","NA","NA",,
"4",13,"Returned","AM",130,"1452","1454",3,4.3074,4.3091,4.3034,"NA","NA",13001452,"NA","NA","SS",,
"NR",13,"Retained","SS",131,"47501","47510",10,5.0915,5.0797,5.0757,"NA","NA",13147501,"NA","NA","SS",5.039095,
"NR",13,"Retained","SS",131,"49001","49010",10,5.0951,5.0621,5.0686,"NA","NA",13149001,"NA","NA","SS",,
"NR",13,"Retained","SS",131,"51991","52000",10,5.0939,5.0824,5.0861,"NA","NA",13151991,"NA","NA","SS",,
"NR",13,"Retained","SS",131,"55001","55010",10,5.0829,5.0703,5.0831,"NA","NA",13155001,"NA","NA","SS",,
"3",13,"Returned","SS,ML",131,"60612","60612",1,5.1211,"NA","NA","NA","NA",13160612,"NA","NA","SS",,
"3",13,"Returned","SS,ML",131,"60673","60680",8,5.1251,5.1237,5.1234,"NA","NA",13160673,"NA","NA","SS",,
"3",13,"Returned","SS,ML",131,"70193","70200",8,4.8851,4.8879,4.8928,"NA","NA",13170193,"88","SS","SS",,
"3",13,"Returned","SS,ML",131,"70752","70800",49,4.9209,4.9,4.9176,"NA","NA",13170752,"88","SS","SS",,
"3",13,"Returned","SS,ML",131,"70809","70810",2,4.9133,4.9013,"NA","NA","NA",13170809,"88","SS","SS",,
"3",13,"Returned","SS,ML",131,"72901","7300",100,4.8863,4.8911,4.8811,"NA","NA",13172901,"88","SS","SS",,
"3",13,"Returned","SS,ML",131,"74731","74750",20,4.8794,4.887,4.8623,"NA","NA",13174731,"89","SS","SS",,
"NR",13,"Retained","SS",131,"76001","76010",10,5.1582,5.1457,5.1499,"NA","NA",13176001,"NA","NA","SS",,
"3",13,"Returned","SS,ML",131,"76167","76200",25,5.146,5.1594,5.1465,"NA","NA",13176167,"NA","SS","SS",,
"NR",13,"Retained","SS",131,"79001","79010",10,5.1326,5.1294,5.1361,"NA","NA",13179001,"NA","SS","SS",,
"3",13,"Returned","SS,ML",131,"79551","79600",50,5.1257,5.1292,5.1376,"NA","NA",13179551,"NA","SS","SS",,
"NR",13,"Retained","SS",131,"80001","80010",10,5.1579,5.1494,5.1474,"NA","NA",13180001,"NA","SS","SS",,
"3",13,"Returned","SS,ML",131,"80405","80409",5,5.1469,5.1427,5.1521,"NA","NA",13180405,"NA","SS","SS",,
"NR",13,"Retained","SS",131,"82001","82010",10,5.1416,5.1459,5.1235,"NA","NA",13182001,"NA","SS","SS",,
"NR",13,"Retained","SS",131,"86991","87000",10,4.9398,4.9462,4.9533,"NA","NA",13186991,"NA","SS","SS",,
"NR",13,"Retained","SS",131,"87001","87010",10,4.9417,4.9366,4.9577,"NA","NA",13187001,"NA","SS","SS",,
"3",13,"Returned","SS,ML",132,"18266","18270",5,4.9009,4.9011,4.8939,"NA","NA",13218266,"10","SS","SS",,
"13",14,"Returned","ML",140,"42403","42403",1,6.9142,"NA","NA","NA","NA",14042403,"NA","NA","ML",6.9132,
"13",14,"Returned","ML",140,"42404","42500",97,6.9294,6.9059,6.9033,"NA","NA",14042404,"NA","NA","ML",,
"13",14,"Returned","SS",140,"52853","52900",48,5.9527,5.9387,5.9367,"NA","NA",14052853,"96","SS","SS",,
"13",15,"Returned","AM",150,"7055","7060",8,5.0843,5.0642,5.1049,"NA","NA",15007055,"NA","NA","AM",5.1201,
"13",15,"Returned","AM",150,"7403","7410",7,5.1713,5.1597,5.1362,"NA","NA",15007403,"NA","NA","AM",,
"1B",15,"Returned","Various",150,"34805","34807",3,6.892,6.894,6.884,"NA","NA",15034805,"NA","NA","NA",,
"13",15,"Returned","SS",150,"32886","32900",14,6.892,6.8906,6.8904,"NA","NA",15032886,"NA","NA","SS",6.826975,
"13",15,"Returned","SS",150,"34953","34960",8,6.9065,6.8983,6.9075,"NA","NA",15034953,"NA","NA","SS",,
"13",15,"Returned","SS",150,"38472","38480",9,6.8964,6.9204,6.8918,"NA","NA",15038472,"87",,"SS",,
"13",15,"Returned","SS",150,"40891","40990",10,6.6071,6.6113,6.6114,"NA","NA",15040891,"88","SS","SS",,
"1B",16,"Returned","Various",161,"13003","13100",94,1.5798,1.5319,1.6556,"NA","NA",16113003,"NA","NA","ML",1.5891,
"1B",16,"Returned","Various",161,"88011","88050",40,1.0171,1.0212,1.0184,"NA","NA",16188011,"NA","NA","NA",,
"1B",16,"Returned","Various",162,"18011","18050",40,1.0402,1.0391,1.0403,"NA","NA",16218011,"88","SS","SS",1.0401555556,
"1B",16,"Returned","Various",162,"26451","26500",50,1.0624,1.0626,1.0608,"NA","NA",16226451,"NA","SS","SS",,
"1B",16,"Returned","Various",162,"42351","42650",300,1.0157,1.0271,1.0132,"NA","NA",16242351,"95","SS","SS",,
"1B",16,"Returned","Various",162,"13806","13810",5,1.071,1.0719,1.0721,"NA","NA",16213806,"87",,,,
"1B",16,"Returned","Various",162,"17151","17200",50,1.0416,1.0409,1.0426,"NA","NA",16217151,"87",,,,
"1B",16,"Returned","Various",162,"17701","17750",50,1.0631,1.0679,1.064,"NA","NA",16217701,"87",,,,
"1B",17,"Returned","Various",170,"8399","8399",1,10.0297,"NA","NA","NA","NA",17008399,"NA","NA","NA",,
"NR",18,"Retained",,180,"8501","8600",100,3.8876,3.847,3.8316,3.7039,3.7711,18008501,"NA","NA","ML",,
"NR",18,"Retained",,180,"8601","8700",100,3.9893,3.742,3.8115,3.9615,3.9892,18008601,"NA","NA","ML",,
"NR",18,"Retained",,180,"8701","8800",100,3.7413,3.7198,3.9299,4.0599,3.958,18008701,"NA","NA","ML",,
"NR",18,"Retained",,180,"8801","8900",100,3.8467,4.0028,3.9332,3.9581,3.8805,18008801,"NA","NA","ML",,
"NR",18,"Retained",,180,"8901","9000",100,3.9403,3.9301,3.7842,3.8623,3.7554,18008901,"NA","NA","ML",,
"NR",18,"Retained",,180,"16501","16600",100,3.9107,3.9074,3.8393,3.7333,3.9413,18016501,"NA","NA","ML",,
"1B",19,"Returned","Various",190,"20023","20100",37,1.8884,1.8855,1.8835,"NA","NA",19020023,"NA","NA","NA",,
"1B",19,"Returned","Various",190,"35465","35480",16,2.0226,2.0203,2.0245,"NA","NA",19035465,"NA","NA","NA",,
"NR",19,"Retained","SS",190,"1493","1500",8,2.0554,2.0496,2.0498,"NA","NA",19001493,"NA","NA","SS",1.9718820513,
"NR",19,"Retained","SS",190,"12701","12710",10,1.8933,1.8832,1.8796,"NA","NA",19012701,"NA","NA","SS",,
"NR",19,"Retained","SS",190,"13901","13910",10,1.8787,1.8797,1.8822,"NA","NA",19013901,"NA","NA","SS",,
"NR",19,"Retained","SS",190,"32001","32010",10,2.048,2.0483,2.0459,"NA","NA",19032001,"NA","NA","SS",,
"NR",19,"Retained","SS",190,"39001","39010",10,2.0394,2.0383,2.0394,"NA","NA",19039001,"NA","NA","SS",,
"NR",19,"Retained","SS",190,"40991","41000",10,2.0381,2.0328,2.0349,"NA","NA",19040991,"86","SS","SS",,
"NR",19,"Retained","SS",190,"41001","41015",15,2.0442,2.0431,2.0386,"NA","NA",19041001,"NA","NA","SS",,
"NR",19,"Retained","SS",190,"43001","43015",15,2.0371,2.0382,2.0322,"NA","NA",19043001,"87","SS","SS",,
"1B",19,"Returned","Various",190,"44901","45000",100,2.0453,2.0151,2.0447,"NA","NA",19044901,"87","SS","SS",,
"1B",19,"Returned","Various",190,"45268","45300",33,2.0316,2.025,2.0235,"NA","NA",19045268,"87","SS","SS",,
"NR",19,"Retained","SS",190,"55501","55510",10,1.8675,1.866,1.8554,"NA","NA",19055501,"NA","SS","SS",,
"NR",19,"Retained","SS",190,"64001","64010",10,1.8518,1.855,1.8548,"NA","NA",19064001,"NA","SS","SS",,
"1B",19,"Returned","Various",190,"97466","97600",135,1.8396,1.8661,1.812,"NA","NA",19097466,"94","SS","SS",,
"1B",20,"Returned","Various",200,"12039","12039",1,1.2457,"NA","NA","NA","NA",20012039,"NA","NA","NA",1.259936,
"NR",20,"Retained","SS",200,"8001","8015",15,1.2528,1.2538,1.2571,"NA","NA",20008001,"NA","NA","SS",,
"NR",20,"Retained","SS",200,"8991","9000",10,1.2324,1.2408,1.2342,"NA","NA",20008991,"NA","NA","SS",,
"NR",20,"Retained","SS",200,"13001","13010",10,1.2696,1.269,1.2697,"NA","NA",20013001,"NA","NA","SS",,
"NR",20,"Retained","SS",200,"13991","14000",10,1.2637,1.2654,1.2609,"NA","NA",20013991,"88","SS","SS",,
"NR",20,"Retained","SS",200,"14001","14010",10,1.2664,1.2615,1.2634,"NA","NA",20014001,"88","SS","SS",,
"NR",20,"Retained","SS",200,"14991","15000",10,1.2835,1.2808,1.2845,"NA","NA",20014991,"88","SS","SS",,
"NR",20,"Retained","SS",200,"15001","15010",10,1.2561,1.2554,1.2572,"NA","NA",20015001,"NA","NA","SS",,
"NR",20,"Retained","SS",200,"15991","16000",10,1.2554,1.264,1.2551,"NA","NA",20015991,"NA","SS","SS",,
"NR",21,"Retained","SS",210,"2251","2260",10,1.4397,1.4416,1.4327,"NA","NA",21002251,"NA","NA","SS",1.47494,
"NR",21,"Retained","SS",210,"6001","6010",10,1.478,1.478,1.4792,"NA","NA",21006001,"NA","NA","SS",,
"NR",21,"Retained","SS",210,"6991","7000",10,1.4708,1.4681,1.467,"NA","NA",21006991,"87","SS","SS",,
"NR",21,"Retained","SS",210,"7001","7010",10,1.4888,1.49,1.4892,"NA","NA",21007001,"NA","NA","SS",,
"NR",21,"Retained","SS",210,"7991","8000",10,1.4775,1.4759,1.4769,"NA","NA",21007991,"88","SS","SS",,
"NR",21,"Retained","SS",210,"8001","8015",15,1.4933,1.4865,1.4831,"NA","NA",21008001,"NA","NA","SS",,
"NR",21,"Retained","SS",210,"9001","9015",15,1.4811,1.4786,1.4703,"NA","NA",21009001,"88","SS","SS",,
"NR",21,"Retained","SS",210,"10001","10015",15,1.4822,1.4708,1.4833,"NA","NA",21010001,"88","SS","SS",,
"NR",21,"Retained","SS",210,"12001","12015",15,1.4715,1.4683,1.4678,"NA","NA",21012001,"NA","SS","SS",,
"NR",21,"Retained","SS",210,"13001","13015",15,1.491,1.4873,1.4797,"NA","NA",21013001,"NA","SS","SS",,
"NR",22,"Retained","SS",220,"2001","2010",10,1.7443,1.7411,1.7451,"NA","NA",22002001,"NA","NA","SS",1.7628133333,
"NR",22,"Retained","SS",220,"3501","3510",10,1.7532,1.7533,1.7466,"NA","NA",22003501,"NA","NA","SS",,
"NR",22,"Retained","SS",220,"3990","4000",11,1.7588,1.759,1.7623,"NA","NA",22003990,"NA","NA","SS",,
"NR",22,"Retained","SS",220,"4001","4010",10,1.8048,1.8153,1.8003,"NA","NA",22004001,"NA","NA","SS",,
"NR",22,"Retained","SS",220,"4991","5000",10,1.7555,1.7456,1.757,"NA","NA",22004991,"NA","SS","SS",,
"NR",25,"Retained","SS",250,"8001","8010",10,0.9685,0.9684,0.9674,"NA","NA",25008001,"NA","NA","SS",0.96545,
"NR",25,"Retained","SS",250,"8991","9000",10,0.9681,0.966,0.966,"NA","NA",25008991,"NA","SS","SS",,
"NR",25,"Retained","SS",250,"9001","9010",10,0.9659,0.9646,0.9639,"NA","NA",25009001,"NA","SS","SS",,
"NR",25,"Retained","SS",250,"9991","10000",10,0.9661,0.9669,0.9536,"NA","NA",25009991,"NA","SS","SS",,
"NR",27,"Retained","SS",270,"8002","8010",9,3.8852,3.8862,3.8817,"NA","NA",27008002,"NA","SS","SS",3.8994,
"NR",27,"Retained","SS",270,"9001","9010",10,3.9256,3.9254,3.9254,"NA","NA",27009001,"NA","SS","SS",,
"NR",27,"Retained","SS",270,"9991","10000",10,3.887,3.8856,3.8925,"NA","NA",27009991,"NA","SS","SS",,
