"PREFIX","LO_BAND","LO_BAND_FULL","HI_BAND","HI_BAND_FULL","ORDER_SIZE","METAL","SUPPLIER","QUOTE_NO","QUOTE_REQUEST","QUOTE_IN","ORDER_NO","DATE_BANDS_IN","Reference","Notes","Errors"
"015",,,"25000","01525000",,,,"GEY/01",,,"PW4078","19/05/86","Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"015",,,"55000","01555000",,,,"LAM/01",,,"PW6169","02/09/86","Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"015",,,"75000","01575000",,,,"LAM/06",,,"PW6613","04/02/87","Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"015",,,"99999","01599999",,,,"LAM/07",,,"PW0526/88","17/07/87","Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"016",,,"15000","01615000",,,,"LAM/07",,,"PW0526/88","17/07/87","Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"016",,,"55000","01655000",,"AY",,"LAM/008",,,"PW1803/89","14/10/88","Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"017","00001","01700001","05000","01705000","05000","AY",,"LAM010",,,"01/1102/90","10/05/90","Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"017","05001","01705001","48000","01748000","43000","AY",,"LAM011",,,"01/3075/91","00-12-1990","Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"017","48001","01748001","58000","01758000","10000","AY",,"LAM012",,,,,"Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"017","58001","01758001","70000","01770000","12000","AY",,,,,"10482/94","31/03/94","Size 01 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"017","70001","01770001","99999","01799999","29999","AY","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 01 Bands.pdf",,
"018","00001","01800001","19000","01819000","19000","AY","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 01 Bands.pdf",,
"018","19001","01819001","45000","01845000","26000","AY","Lambournes",,"04/12/96","04/12/97","26499/97","19/05/97","Size 01 Bands.pdf",,
"018","45001","01845001","58000","01858000","13000","AY","Lambournes",,"30/09/97","03/10/97","30771/98","27/03/98","Size 01 Bands.pdf",,
"018","58001","01858001","68000","01868000","10000","AY","Lambournes",,"12/06/98","23/06/98","35136/99","17/02/99","Size 01 Bands.pdf",,
"018","68001","01868001","78000","01878000","10000","AY","Lambournes",,"12/04/99","30/04/99",100000830,"17/09/99","Size 01 Bands.pdf",,
"018","78001","01878001","91000","01891000","13000","AY","Lambournes",,"04/04/00",,,"23/08/00","Size 01 Bands.pdf",,
"018","91001","01891001","99999","01899999","09000","AY","WT",,"27/07/01","20/08/01",10004029,"10/10/01","Size 01 Bands.pdf",,
"019","00001","01900001","20000","01920000","20000","AY","WT",,"27/07/01","20/08/01",10004029,"08/01/02","Size 01 Bands.pdf",,
"019","20001","01920001","35000","01935000","15000","AY","WT",,"24/09/02","02/10/02",45023056,"19/02/03","Size 01 Bands.pdf",,
"019","35001","01935001","56000","01956000","21000","AY","WT",,"07/11/03","20/11/03",45027702,,"Size 01 Bands.pdf",,
"019","56001","01956001","66000","01966000","10000","AY","WT",,"17/11/04","19/11/04",45035378,"14/02/05","Size 01 Bands.pdf",,
"019","66001","01966001","84000","01984000","18000","AY","WT",,"29/11/05","30/11/06",15042570,"05/04/06","Size 01 Bands.pdf",,
"019","84001","01984001","93000","01993000","09000","AY","WT",,"20/10/06","21/10/06",45047987,"03/01/07","Size 01 Bands.pdf",,
"019","93001","01993001","99999","01999999","07000","AY","WT",,"29/10/07","30/10/07",45053441,"24/01/08","Size 01 Bands.pdf",,
"01A","00001","01A00001","06000","01A06000","06000","AY","WT",,"29/10/07","30/10/07",45053441,"24/01/08","Size 01 Bands.pdf",,
"01A","06001","01A06001","12000","01A12000","06000","AY","WT",,"10/10/08",,,"23/04/09","Size 01 Bands.pdf",,
"01A","12001","01A12001","28000","01A28000","16000","AY","WT",,"23/12/09",,,"02/06/10","Size 01 Bands.pdf",,
"01A","28001","01A28001","38000","01A38000","10000","AY","WT",,"07/12/10",,1897,"17/06/11","Size 01 Bands.pdf",,
"01A","38001","01A38001","48000","01A48000","10000","AY","WT",,"20/01/11",,1897,"17/06/11","Size 01 Bands.pdf",,
"01A","48001","01A48001","58000","01A58000","10000","AY","WT",,"02/11/11","03/11/11",2047,"01/02/12","Size 01 Bands.pdf",,
"01A","58001","01A58001","88000","01A88000","30000","AY","WT",,"00-11-2012","00-11-2012",,"07/05/13","Size 01 Bands.pdf",,
"01A","88001","01A88001","99999","01A99999","12000","AY","WT",,,,,,"Size 01 Bands.pdf",,
"01C","00001","01C00001","10000","01C10000","10000","AY","WT",,,,,,"Size 01 Bands.pdf",,
"01C","10001","01C10001","20000","01C20000","10000","AY","WT",,"17/10/14",,,,"Size 01 Bands.pdf",,
"01C","20001","01C20001","30000","01C30000","10000","AY","WT",,"03/11/15","10/11/15",,"10/02/16","Size 01 Bands.pdf",,
"023",,,"70000","02370000",,,,"GEY/01",,,"PW4078","19/05/86","Size 02 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"023","70001","02370001","99999","02399999","29999",,,"LAM/01",,,"PW6169","02/09/86","Size 02 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"024","00001","02400001","30000","02430000","30000",,,"LAM/07",,,"PW0526/88","17/07/87","Size 02 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"024","30001","02430001","70000","02470000","40000","AY",,"LAM/008",,,"PW1803/89","14/10/88","Size 02 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"025","00001","02500001","10000","02510000","10000","AY",,"LAM/010",,,"01/1102/90","10/05/90","Size 02 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"025","10001","02510001","40000","02540000","30000","AY",,"LAM/012",,,"01/4665/92",,"Size 02 Bands.pdf",,
"025","40001","02540001","58000","02558000","18000","AY","Lambournes",,,,,,"Size 02 Bands.pdf",,
"025","58001","02558001","73000","02573000","15000","AY","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 02 Bands.pdf",,
"025","73001","02573001","86000","02586000","13000","AY","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 02 Bands.pdf",,
"025","86001","02586001","99999","02599999","14000","AY","Lambournes",,"04/12/96","04/12/96","26499/97","19/05/97","Size 02 Bands.pdf",,
"026","00001","02600001","06000","02606000","06000","AY","Lambournes",,"04/12/96","04/12/96","26499/97","19/05/97","Size 02 Bands.pdf",,
"026","06001","02606001","12000","02612000","06000","AY","Lambournes",,"03/10/97","03/10/97","30771/98","27/03/98","Size 02 Bands.pdf",,
"026","12001","02612001","17000","02617000","05000","AY","Lambournes",,"04/04/00",,,,"Size 02 Bands.pdf",,
"026","17001","02617001","28000","02628000","11000","AY","WT",,"27/07/01","20/08/01",10004029,"10/10/01","Size 02 Bands.pdf",,
"026","28001","02628001","39000","02639000","11000","AY","WT",,"24/09/02","02/10/02",45023056,"19/02/03","Size 02 Bands.pdf",,
"026","39001","02639001","44000","02644000","05000","AY","WT",,"07/11/03","20/11/03",45027702,"01/03/04","Size 02 Bands.pdf",,
"026","44001","02644001","49000","02649000","05000","AY","WT",,"17/11/04","19/11/05",45035378,"14/02/05","Size 02 Bands.pdf",,
"026","49001","02649001","55000","02655000","06000","AY","WT",,"29/11/05","30/11/05",45042570,"05/04/06","Size 02 Bands.pdf",,
"026","55001","02655001","67000","02667000","12000","AY","WT",,"20/10/06","21/10/06",45047987,"03/01/07","Size 02 Bands.pdf",,
"026","67001","02667001","79000","02679000","12000","AY","WT",,"29/10/07","30/10/07",45053441,"24/01/08","Size 02 Bands.pdf",,
"026","79001","02679001","92000","02692000","13000","AY","WT",,"10/10/08",,,"01/04/09","Size 02 Bands.pdf",,
"026","92001","02692001","99999","02699999","08000","AY","WT",,"23/12/09",,,"02/06/10","Size 02 Bands.pdf",,
"027","00001","02700001","04000","02704000","04000","AY","WT",,"23/12/09",,,"02/06/10","Size 02 Bands.pdf",,
"027","04001","02704001","14000","02714000","10000","AY","WT",,"07/12/10",,1897,"17/06/11","Size 02 Bands.pdf",,
"027","14001","02714001","24000","02724000","10000","AY","WT",,"20/01/11",,1987,"17/06/11","Size 02 Bands.pdf",,
"027","24001","02724001","34000","02734000","10000","AY","WT",,,,,,"Size 02 Bands.pdf",,
"027","34001","02734001","44000","02744000","10000","AY","WT",,"03/11/15","10/11/15",,"10/02/15","Size 02 Bands.pdf",,
"030","60001","03060001","70000","03070000","10000","ML","Grey",,,,,"08/04/63","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"030","70001","03070001","90000","03090000","20000","ML","Grey",,,,,"24/12/63","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"030","90001","03090001","99999","03099999","10000","ML","Grey",,,,,"00-00-1964","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"032",,,"99999","03299999",,,,"GEY/01",,,"PW4078","19/05/86","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"033","00001","03300001","01000","03301000","01000","AY",,"LAM/05",,,"PW6169","19/05/86","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"033","01001","03301001","11000","03311000","10000",,,"LAM/04",,,"PW4706","01/05/86","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"033","11001","03311001","01000","03301000","-10000","AY",,"LAM/05",,,"PW6169","02/09/86","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'","ERROR: appears to be a later-ordered line of a previously-cancelled run of numbers. Line above corrected; this line should be treated as not occurring"
"033","01001","03301001","40000","03340000","39000","AY",,"LAM/05",,,"PW6169","02/09/86","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"033","40001","03340001","45000","03345000","05000","IN",,"LAM/05",,,"PW6169","02/09/86","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"033","45001","03345001","65000","03365000","20000","AY",,"LAM",,,"PW0526/88","17/07/87","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"033","65001","03365001","71000","03371000","06000","IN",,"LAM",,,"PW0526/88","17/07/87","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"033","71001","03371001","82000","03382000","11000","IN",,"LAM/008",,,"PW1803/89","14/10/88","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"034","00001","03400001","12000","03412000","12000","AY",,"LAM/008",,,"PW1803/89","14/10/88","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"034","12001","03412001","15000","03415000","03000","IN",,"LAM/009",,,"PW2579/89","15/05/89","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"034","15001","03415001","55000","03455000","40000","AY",,"LAM010",,,"01/1102/90","10/05/90","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"034","55001","03455001","61000","03461000","06000","IN",,"LAM011",,,"01/4665/92","00-02-91","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"034","61001","03461001","91000","03491000","30000","AY",,"LAM012",,,"01/4665/92",,"Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"034","91001","03491001","93000","03493000","02000","IN",,"LAM012",,,"01/4665/92",,"Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"034","93001","03493001","98000","03498000","05000","IN",,"LAM013",,,"01/7744/93",,"Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"034","98001","03498001","99999","03499999","01999","IN",,,,,"10482/94","31/03/94","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"035","00001","03500001","03000","03503000","03000","IN",,,,,"10482/94","31/03/94","Size 03 Bands.pdf","Field 'date' on pg 2 and 3 taken to be 'DATE_BANDS_IN'",
"035","03001","03503001","11000","03511000","08000","IN","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 03 Bands.pdf",,
"035","11001","03511001","20000","03520000","09000","AY","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 03 Bands.pdf",,
"035","20001","03520001","36000","03536000","16000","AY","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 03 Bands.pdf",,
"035","36001","03536001","39000","03539000","03000","IN","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 03 Bands.pdf",,
"035","39001","03539001","41000","03541000","02000","IN","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 03 Bands.pdf",,
"035","41001","03541001","54000","03554000","13000","AY","Lambournes",,"04/12/96","04/12/96","26499/97","19/05/97","Size 03 Bands.pdf",,
"035","54001","03554001","55000","03555000","01000","IN","Lambournes",,"04/12/96","04/12/96","26499/97","19/05/97","Size 03 Bands.pdf",,
"035","55001","03555001","64000","03564000","09000","AY","Lambournes",,"30/09/97","03/10/97","30771/98","27/03/98","Size 03 Bands.pdf",,
"035","64001","03564001","68000","03568000","04000","AY","Lambournes",,"12/06/98","23/06/98","35136/99","01/02/99","Size 03 Bands.pdf",,
"035","68001","03568001","78000","03578000","10000","IN","Lambournes",,"12/06/98","23/06/98","35136/99","01/02/99","Size 03 Bands.pdf",,
"035","78001","03578001","88000","03588000","10000","IN","Lambournes",,"12/04/99","30/04/99",100000830,"17/09/99","Size 03 Bands.pdf",,
"035","88001","03588001","93000","03593000","05000","AY","Lambournes",,"12/04/99","30/04/99",100000830,"17/09/99","Size 03 Bands.pdf",,
"035","93001","03593001","98000","03598000","05000","AY","Lambournes",,"04/04/00",,,,"Size 03 Bands.pdf",,
"035","98001","03598001","99999","03599999","02000","IN","Lambournes",,"04/04/00",,,,"Size 03 Bands.pdf",,
"036","00001","03600001","06000","03606000","06000","IN","Lambournes",,"04/04/00",,,,"Size 03 Bands.pdf",,
"036","06001","03606001","22000","03622000","16000","IN","WT",,"27/07/01","20/08/01",10004024,"08/01/02","Size 03 Bands.pdf",,
"036","22001","03622001","37000","03637000","15000","AY","WT",,"27/07/01","20/08/01",10004024,"08/01/02","Size 03 Bands.pdf",,
"036","37001","03637001","47000","03647000","10000","AY","WT",,"24/09/02","02/10/02",45023056,"19/02/03","Size 03 Bands.pdf",,
"036","47001","03647001","50000","03650000","03000","IN","WT",,"24/09/02","02/10/02",45023056,"19/02/03","Size 03 Bands.pdf",,
"036","50001","03650001","60000","03660000","10000","IN","WT",,"07/11/03","20/11/03",45027702,,"Size 03 Bands.pdf",,
"036","60001","03660001","71000","03671000","11000","AY","WT",,"07/11/03","20/11/03",45027702,,"Size 03 Bands.pdf",,
"036","71001","03671001","99999","03699999","29000","IN","WT",,"20/05/05","21/05/05",45038721,"05/04/06","Size 03 Bands.pdf",,
"037","00001","03700001","11000","03711000","11000","IN","WT",,"20/05/05","21/05/05",45038721,"05/04/06","Size 03 Bands.pdf",,
"037","11001","03711001","16000","03716000","05000","AY","WT",,"29/11/05","30/11/05",45042570,"06/04/06","Size 03 Bands.pdf",,
"037","16001","03716001","25000","03725000","09000","AY","WT",,"20/10/06","21/10/06",45047987,"03/01/07","Size 03 Bands.pdf",,
"037","25001","03725001","35000","03735000","10000","AY","WT",,"29/10/07","30/10/07",45053441,"24/08/08","Size 03 Bands.pdf",,
"037","35001","03735001","40000","03740000","05000","AY","WT",,"10/10/08",,,"01/04/09","Size 03 Bands.pdf",,
"037","40001","03740001","50000","03750000","10000","AY","WT",,"02/11/11","03/11/11",,"01/02/12","Size 03 Bands.pdf",,
"037","50001","03750001","56000","03756000","06000","AY","WT",,"02/12/12",,,,"Size 03 Bands.pdf",,
"037","56001","03756001","66000","03766000","10000","AY","WT",,,,,"07/02/14","Size 03 Bands.pdf","* wrong prefix on bands",
"037","66001","03766001","76000","03776000","10000","AY","WT",,"22/10/14",,,,"Size 03 Bands.pdf",,
"040","40001","04040001","45000","04045000","05000","ML","Grey",,,,,"08/04/63","Size 04 Bands.pdf",,
"040","45001","04045001","50000","04050000","05000","ML","Grey",,,,,"24/12/63","Size 04 Bands.pdf",,
"040","50001","04050001","55000","04055000","05000","ML","Grey",,,,,"29/05/64","Size 04 Bands.pdf",,
"040","55001","04055001","65000","04065000","10000","ML","Grey",,,,,"00-00-1964","Size 04 Bands.pdf",,
"041",,,"43000","04143000",,"AY",,"LAM/05",,,"PW6169","02/09/86","Size 04 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"041","43001","04143001","48000","04148000","05000","IN",,"LAM/05",,,"PW6169","02/09/86","Size 04 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"041","48001","04148001","58000","04158000","10000","AY",,"PW0526/88",,,"LAM","17/07/87","Size 04 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"041","58001","04158001","64000","04164000","06000","IN",,"LAM",,,"PW0526/88","17/07/87","Size 04 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"041","64001","04164001","69000","04169000","05000","IN",,"LAM/008",,,"PW1803/89","14/10/88","Size 04 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"041","69001","04169001","71000","04171000","02000","IN",,"LAM010",,,"01/1102/90","10/05/90","Size 04 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"041","71001","04171001","81000","04181000","10000","AY",,"LAM010",,,"01/1102/90","10/05/90","Size 04 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"041","81001","04181001","84000","04184000","03000","IN",,"LAM011",,,,"00-2-90","Size 04 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"041","84001","04184001","90000","04190000","06000","AY",,"LAM012",,,"01/4665/92",,"Size 04 Bands.pdf",,
"041","90001","04190001","93000","04193000","03000","IN",,"LAM012",,,"01/4665/92",,"Size 04 Bands.pdf",,
"041","93001","04193001","97000","04197000","04000","IN",,"LAM",,,"10482/94","04/03/94","Size 04 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"041","97001","04197001","99999","04199999","03000","IN","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 04 Bands.pdf",,
"042","00001","04200001","01000","04201000","04000","IN","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 04 Bands.pdf",,
"042","01001","04201001","07000","04207000","06000","AY","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 04 Bands.pdf",,
"042","07001","04207001","12000","04212000","05000","AY","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 04 Bands.pdf",,
"042","12001","04212001","17000","04217000","05000","AY","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 04 Bands.pdf",,
"042","17001","04217001","19000","04219000","02000","IN","Lambournes",,"04/12/96","04/12/96","26499/97","19/05/97","Size 04 Bands.pdf",,
"042","19001","04219001","24000","04224000","05000","SS","Lambournes",,"04/12/96","16/01/97","26950/97","05/08/97","Size 04 Bands.pdf",,
"042","24001","04224001","25000","04225000","01000","AY","Lambournes",,"30/09/97","03/10/97","30771/97","27/03/98","Size 04 Bands.pdf",,
"042","25001","04225001","27000","04227000","02000","AY","Lambournes",,"12/06/98","23/06/98","35136/99","01/02/99","Size 04 Bands.pdf",,
"042","27001","04227001","31000","04231000","04000","IN","Lambournes",,"12/06/98","23/06/98","35136/99","01/02/99","Size 04 Bands.pdf",,
"042","31001","04231001","38000","04238000","07000","IN","Lambournes",,"12/04/99","30/04/99",100000830,"17/09/99","Size 04 Bands.pdf",,
"042","38001","04238001","43000","04243000","05000","AY","Lambournes",,"12/04/99","30/04/99",100000830,"17/09/99","Size 04 Bands.pdf",,
"042","43001","04243001","48000","04248000","05000","IN","Lambournes",,"04/04/00",,,,"Size 04 Bands.pdf",,
"042","48001","04248001","53000","04253000","05000","AY","WT",,"27/07/01","20/08/01",10004024,"10/10/01","Size 04 Bands.pdf",,
"042","53001","04253001","57000","04257000","04000","IN","WT",,"24/09/02","02/10/03",45023056,"19/02/03","Size 04 Bands.pdf",,
"042","57001","04257001","59000","04259000","02000","IN","WT",,"07/11/03","20/11/03",45027702,,"Size 04 Bands.pdf",,
"042","59001","04259001","61000","04261000","02000","AY","WT",,"07/11/03","20/11/03",45027702,,"Size 04 Bands.pdf",,
"042","61001","04261001","96000","04296000","35000","IN","WT",,"20/05/05","21/05/05",45038721,"05/04/06","Size 04 Bands.pdf",,
"042","96001","04296001","98000","04298000","02000","AY","WT",,"29/11/05","30/11/05",45002570,"05/04/06","Size 04 Bands.pdf",,
"042","98001","04298001","99999","04299999","02000","AY","WT",,"29/10/07","30/10/07",45053441,"24/01/08","Size 04 Bands.pdf",,
"043","00001","04300001","03000","04303000","03000","AY","WT",,"29/10/07","30/10/07",45053441,"24/01/08","Size 04 Bands.pdf",,
"043","03001","04303001","08000","04308000","05000","AY","WT",,"10/10/08",,,"01/04/09","Size 04 Bands.pdf",,
"043","08001","04308001","13000","04313000","05000","AY","WT",,"07/12/10",,1897,"17/06/11","Size 04 Bands.pdf",,
"043","13001","04313001","18000","04318000","05000","AY","WT",,"20/01/11",,1897,"17/06/11","Size 04 Bands.pdf",,
"043","18001","04318001","28000","04328000","01000","AY","WT",,,,,,"Size 04 Bands.pdf",,
"051",,,"38000","05138000",,"AY",,"LAM/05",,,"PW6169",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","38001","05138001","43000","05143000","05000","IN",,"LAM/05",,,"PW6169",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","43001","05143001","53000","05153000","10000","AY",,"LAM",,,"PW0526/88",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","53001","05153001","57000","05157000","04000","IN",,"LAM",,,"PW0526/88",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","57001","05157001","61000","05161000","04000","IN",,"LAM/008",,,"PW1803/89",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","61001","05161001","66000","05166000","05000","AY",,"LAM/008",,,"PW1803/89",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","66001","05166001","81000","05181000","15000","AY",,"LAM010",,,,,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","81001","05181001","84000","05184000","03000","IN",,"LAM11805",,,,,"Size 05 Bands.pdf",,
"051","84001","05184001","87000","05187000","03000","IN",,"LAM011",,,,,"Size 05 Bands.pdf",,
"051","87001","05187001","90000","05190000","03000","AY",,"LAM012",,,"01/4665/92",,"Size 05 Bands.pdf",,
"051","90001","05190001","93000","05193000","03000","IN",,"LAM012",,,"01/4665/92",,"Size 05 Bands.pdf",,
"051","93001","05193001","97000","05197000","04000","IN","Lambournes","22/09/94",,"17/10/94","13649/95",,"Size 05 Bands.pdf",,
"051","97001","05197001","99000","05199000","02000","AY","Lambournes","22/09/94",,"17/10/94","13649/95",,"Size 05 Bands.pdf",,
"051","99001","05199001","99999","05199999","01000","IN","Lambournes","05/12/96",,"08/12/95","20222/96",,"Size 05 Bands.pdf",,
"052","00001","05200001","04000","05204000","04000","IN","Lambournes","05/12/96",,"08/12/95","20222/96",,"Size 05 Bands.pdf",,
"052","04001","05204001","12000","05212000","08000","AY","Lambournes","04/12/96",,"04/12/96","26499/97",,"Size 05 Bands.pdf",,
"052","12001","05212001","17000","05217000","05000","SS","Mekaniska","12/12/96",,"16/01/97","26950/97",,"Size 05 Bands.pdf",,
"052","17001","05217001","19000","05219000","02000","AY","Lambournes","12/06/98",,"23/06/98","35136/99",,"Size 05 Bands.pdf",,
"052","19001","05219001","23000","05223000","04000","IN","Lambournes","12/06/98",,"23/06/98","35136/99",,"Size 05 Bands.pdf",,
"052","23001","05223001","28000","05228000","05000","IN","Lambournes","12/04/99",,"30/04/99",100000830,,"Size 05 Bands.pdf",,
"052","28001","05228001","33000","05233000","05000","IN","Lambournes","04/04/00",,,,,"Size 05 Bands.pdf",,
"052","33001","05233001","38000","05238000","05000","AY","WT","27/07/01",,"20/08/01",10004024,,"Size 05 Bands.pdf",,
"052","38001","05238001","43000","05243000","05000","IN","WT","27/07/01",,"20/08/01",10004024,,"Size 05 Bands.pdf",,
"052","43001","05243001","46000","05246000","03000","IN","WT","24/04/02",,"02/10/02",45023056,,"Size 05 Bands.pdf",,
"052","46001","05246001","57000","05257000","11000","IN","WT","07/11/03",,"20/11/03",45027702,,"Size 05 Bands.pdf",,
"052","57001","05257001","59000","05259000","02000","AY","WT","07/11/03",,"20/11/03",45027702,,"Size 05 Bands.pdf",,
"052","59001","05259001","64000","05264000","05000","IN","WT","17/11/04",,"19/11/04",45035378,,"Size 05 Bands.pdf",,
"052","64001","05264001","99000","05299000","35000","IN","WT","20/05/05",,"21/05/05",49038711,,"Size 05 Bands.pdf",,
"052","99001","05299001","99999","05299999","01000","AY","WT","29/11/05",,"30/11/05",45042570,,"Size 05 Bands.pdf",,
"053","00001","05300001","01000","05301000","01000","AY","WT","29/11/05",,"30/11/05",45042570,,"Size 05 Bands.pdf",,
"053","01001","05301001","02000","05302000","01000","AY","WT","20/10/06",,"21/10/06",45047987,,"Size 05 Bands.pdf",,
"053","02001","05302001","07000","05307000","05000","AY","WT","29/10/07",,"30/10/07",45053441,,"Size 05 Bands.pdf",,
"053","07001","05307001","12000","05312000","05000","AY","WT","23/12/09",,,"NA",,"Size 05 Bands.pdf",,
"053","12001","05312001","18000","05318000","06000","AY","WT","20/12/12",,,,,"Size 05 Bands.pdf",,
"053","18001","05318001","28000","05328000","10000","AY","WT",,,,,,"Size 05 Bands.pdf",,
"061",,,"69000","06169000",,"AY",,"LAM/05",,,"PW6169","02/09/86","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"061","69001","06169001","74000","06174000","05000","IN",,"LAM/05",,,"PW6169","02/09/86","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"061","74001","06174001","76000","06176000","02000","SS",,"Mek/02",,,"PW6170","02/09/86","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"061","76001","06176001","86000","06186000","10000","AY",,"LAM",,,"PW0526/88","17/07/87","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"061","86001","06186001","90000","06190000","04000","IN",,"LAM",,,"PW0526/88","17/07/87","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
